Fuel Type,Energy Generation,Energy Units,Location,Period
wind,348.46715,thousand megawatthours,CO,2011-08
renewable waste products,5.38515,thousand megawatthours,CO,2011-08
solar,11.32414,thousand megawatthours,CO,2011-08
solar photovoltaic,11.32414,thousand megawatthours,CO,2011-08
renewable,423.82864,thousand megawatthours,CO,2011-08
biomass,5.45474,thousand megawatthours,CO,2011-08
renewable,565.96907,thousand megawatthours,CO,2011-07
biomass,5.51477,thousand megawatthours,CO,2011-07
wood and wood wastes,0.08899,thousand megawatthours,CO,2011-07
onshore wind turbine,309.81969,thousand megawatthours,CO,2011-07
wind,309.81969,thousand megawatthours,CO,2011-07
renewable waste products,5.42578,thousand megawatthours,CO,2011-07
solar,10.0093,thousand megawatthours,CO,2011-07
solar photovoltaic,10.0093,thousand megawatthours,CO,2011-07
biomass,5.21064,thousand megawatthours,CO,2011-06
wood and wood wastes,0.00463,thousand megawatthours,CO,2011-06
onshore wind turbine,425.70007,thousand megawatthours,CO,2011-06
wind,425.70007,thousand megawatthours,CO,2011-06
renewable waste products,5.20602,thousand megawatthours,CO,2011-06
solar,12.88507,thousand megawatthours,CO,2011-06
solar photovoltaic,12.88507,thousand megawatthours,CO,2011-06
renewable,673.7508,thousand megawatthours,CO,2011-06
biomass,5.04179,thousand megawatthours,CO,2011-05
wood and wood wastes,0.00892,thousand megawatthours,CO,2011-05
onshore wind turbine,512.55461,thousand megawatthours,CO,2011-05
wind,512.55461,thousand megawatthours,CO,2011-05
renewable waste products,5.03287,thousand megawatthours,CO,2011-05
solar,11.26257,thousand megawatthours,CO,2011-05
solar photovoltaic,11.26257,thousand megawatthours,CO,2011-05
renewable,781.23243,thousand megawatthours,CO,2011-05
biomass,4.87172,thousand megawatthours,CO,2011-04
wood and wood wastes,0.0,thousand megawatthours,CO,2011-04
onshore wind turbine,464.96825,thousand megawatthours,CO,2011-04
wind,464.96825,thousand megawatthours,CO,2011-04
renewable waste products,4.87172,thousand megawatthours,CO,2011-04
solar,10.23351,thousand megawatthours,CO,2011-04
solar photovoltaic,10.23351,thousand megawatthours,CO,2011-04
renewable,704.07185,thousand megawatthours,CO,2011-04
renewable,625.13546,thousand megawatthours,CO,2011-03
biomass,5.03925,thousand megawatthours,CO,2011-03
wood and wood wastes,0.0,thousand megawatthours,CO,2011-03
onshore wind turbine,391.60216,thousand megawatthours,CO,2011-03
wind,391.60216,thousand megawatthours,CO,2011-03
renewable waste products,5.03925,thousand megawatthours,CO,2011-03
solar,7.94836,thousand megawatthours,CO,2011-03
solar photovoltaic,7.94836,thousand megawatthours,CO,2011-03
biomass,4.56287,thousand megawatthours,CO,2011-02
wood and wood wastes,0.0,thousand megawatthours,CO,2011-02
onshore wind turbine,387.35858,thousand megawatthours,CO,2011-02
wind,387.35858,thousand megawatthours,CO,2011-02
renewable waste products,4.56287,thousand megawatthours,CO,2011-02
solar,5.89459,thousand megawatthours,CO,2011-02
solar photovoltaic,5.89459,thousand megawatthours,CO,2011-02
renewable,590.7182,thousand megawatthours,CO,2011-02
renewable,628.74852,thousand megawatthours,CO,2011-01
biomass,4.85998,thousand megawatthours,CO,2011-01
wood and wood wastes,0.0,thousand megawatthours,CO,2011-01
onshore wind turbine,414.65125,thousand megawatthours,CO,2011-01
wind,414.65125,thousand megawatthours,CO,2011-01
renewable waste products,4.85998,thousand megawatthours,CO,2011-01
solar,4.73907,thousand megawatthours,CO,2011-01
solar photovoltaic,4.73907,thousand megawatthours,CO,2011-01
biomass,5.05769,thousand megawatthours,CO,2010-12
wood and wood wastes,0.00689,thousand megawatthours,CO,2010-12
onshore wind turbine,415.87853,thousand megawatthours,CO,2010-12
wind,415.87853,thousand megawatthours,CO,2010-12
renewable waste products,5.0508,thousand megawatthours,CO,2010-12
solar,3.60797,thousand megawatthours,CO,2010-12
solar photovoltaic,3.60797,thousand megawatthours,CO,2010-12
renewable,469.41632,thousand megawatthours,CO,2010-12
renewable,376.72721,thousand megawatthours,CO,2010-11
biomass,5.03935,thousand megawatthours,CO,2010-11
wood and wood wastes,0.08515,thousand megawatthours,CO,2010-11
onshore wind turbine,340.60725,thousand megawatthours,CO,2010-11
wind,340.60725,thousand megawatthours,CO,2010-11
renewable waste products,4.9542,thousand megawatthours,CO,2010-11
solar,5.19107,thousand megawatthours,CO,2010-11
solar photovoltaic,5.19107,thousand megawatthours,CO,2010-11
biomass,4.92102,thousand megawatthours,CO,2010-10
renewable waste products,4.80712,thousand megawatthours,CO,2010-10
solar,4.54346,thousand megawatthours,CO,2010-10
solar photovoltaic,4.54346,thousand megawatthours,CO,2010-10
renewable,309.88513,thousand megawatthours,CO,2010-10
wood and wood wastes,0.1139,thousand megawatthours,CO,2010-10
onshore wind turbine,275.49793,thousand megawatthours,CO,2010-10
wind,275.49793,thousand megawatthours,CO,2010-10
biomass,4.77112,thousand megawatthours,CO,2010-09
wood and wood wastes,0.0,thousand megawatthours,CO,2010-09
onshore wind turbine,257.2572,thousand megawatthours,CO,2010-09
wind,257.2572,thousand megawatthours,CO,2010-09
renewable waste products,4.77112,thousand megawatthours,CO,2010-09
solar,6.85754,thousand megawatthours,CO,2010-09
solar photovoltaic,6.85754,thousand megawatthours,CO,2010-09
renewable,481.34171,thousand megawatthours,CO,2010-09
renewable,340.22829,thousand megawatthours,CO,2010-08
biomass,5.07162,thousand megawatthours,CO,2010-08
wood and wood wastes,0.03325,thousand megawatthours,CO,2010-08
onshore wind turbine,209.33374,thousand megawatthours,CO,2010-08
wind,209.33374,thousand megawatthours,CO,2010-08
renewable waste products,5.03837,thousand megawatthours,CO,2010-08
solar,4.40446,thousand megawatthours,CO,2010-08
solar photovoltaic,4.40446,thousand megawatthours,CO,2010-08
biomass,5.10943,thousand megawatthours,CO,2010-07
wood and wood wastes,0.07413,thousand megawatthours,CO,2010-07
onshore wind turbine,204.26221,thousand megawatthours,CO,2010-07
wind,204.26221,thousand megawatthours,CO,2010-07
renewable waste products,5.0353,thousand megawatthours,CO,2010-07
solar,3.5692,thousand megawatthours,CO,2010-07
solar photovoltaic,3.5692,thousand megawatthours,CO,2010-07
renewable,406.29059,thousand megawatthours,CO,2010-07
biomass,6.58448,thousand megawatthours,CO,2010-06
wood and wood wastes,1.63878,thousand megawatthours,CO,2010-06
onshore wind turbine,261.91451,thousand megawatthours,CO,2010-06
wind,261.91451,thousand megawatthours,CO,2010-06
renewable waste products,4.9457,thousand megawatthours,CO,2010-06
solar,4.58067,thousand megawatthours,CO,2010-06
solar photovoltaic,4.58067,thousand megawatthours,CO,2010-06
renewable,472.12889,thousand megawatthours,CO,2010-06
wood and wood wastes,0.07479,thousand megawatthours,CO,2010-05
onshore wind turbine,335.22684,thousand megawatthours,CO,2010-05
wind,335.22684,thousand megawatthours,CO,2010-05
renewable waste products,4.86284,thousand megawatthours,CO,2010-05
solar,3.65222,thousand megawatthours,CO,2010-05
solar photovoltaic,3.65222,thousand megawatthours,CO,2010-05
renewable,408.54881,thousand megawatthours,CO,2010-05
biomass,4.93763,thousand megawatthours,CO,2010-05
renewable,543.02792,thousand megawatthours,CO,2010-04
biomass,4.88744,thousand megawatthours,CO,2010-04
wood and wood wastes,0.09277,thousand megawatthours,CO,2010-04
onshore wind turbine,367.72043,thousand megawatthours,CO,2010-04
wind,367.72043,thousand megawatthours,CO,2010-04
renewable waste products,4.79467,thousand megawatthours,CO,2010-04
solar,2.667,thousand megawatthours,CO,2010-04
solar photovoltaic,2.667,thousand megawatthours,CO,2010-04
renewable waste products,4.82954,thousand megawatthours,CO,2010-03
solar,2.07953,thousand megawatthours,CO,2010-03
solar photovoltaic,2.07953,thousand megawatthours,CO,2010-03
renewable,489.86101,thousand megawatthours,CO,2010-03
biomass,4.8746,thousand megawatthours,CO,2010-03
wood and wood wastes,0.04506,thousand megawatthours,CO,2010-03
onshore wind turbine,301.25238,thousand megawatthours,CO,2010-03
wind,301.25238,thousand megawatthours,CO,2010-03
renewable,415.24342,thousand megawatthours,CO,2010-02
biomass,4.28787,thousand megawatthours,CO,2010-02
wood and wood wastes,0.04013,thousand megawatthours,CO,2010-02
onshore wind turbine,233.86717,thousand megawatthours,CO,2010-02
wind,233.86717,thousand megawatthours,CO,2010-02
renewable waste products,4.24774,thousand megawatthours,CO,2010-02
solar,0.90746,thousand megawatthours,CO,2010-02
solar photovoltaic,0.90746,thousand megawatthours,CO,2010-02
biomass,4.64151,thousand megawatthours,CO,2010-01
wood and wood wastes,0.0,thousand megawatthours,CO,2010-01
onshore wind turbine,249.03281,thousand megawatthours,CO,2010-01
wind,249.03281,thousand megawatthours,CO,2010-01
renewable waste products,4.64151,thousand megawatthours,CO,2010-01
solar,0.43722,thousand megawatthours,CO,2010-01
solar photovoltaic,0.43722,thousand megawatthours,CO,2010-01
renewable,420.09681,thousand megawatthours,CO,2010-01
renewable,439.07189,thousand megawatthours,CO,2009-12
wood and wood wastes,0.0,thousand megawatthours,CO,2009-12
onshore wind turbine,303.51007,thousand megawatthours,CO,2009-12
wind,303.51007,thousand megawatthours,CO,2009-12
solar photovoltaic,0.81884,thousand megawatthours,CO,2009-12
biomass,4.86099,thousand megawatthours,CO,2009-12
renewable waste products,4.86099,thousand megawatthours,CO,2009-12
solar,0.81884,thousand megawatthours,CO,2009-12
renewable,293.34471,thousand megawatthours,CO,2009-11
wind,277.28976,thousand megawatthours,CO,2009-11
renewable waste products,4.63197,thousand megawatthours,CO,2009-11
biomass,4.63197,thousand megawatthours,CO,2009-11
wood and wood wastes,0.0,thousand megawatthours,CO,2009-11
onshore wind turbine,277.28976,thousand megawatthours,CO,2009-11
solar,1.29217,thousand megawatthours,CO,2009-11
solar photovoltaic,1.29217,thousand megawatthours,CO,2009-11
biomass,4.68816,thousand megawatthours,CO,2009-10
wood and wood wastes,0.03677,thousand megawatthours,CO,2009-10
onshore wind turbine,310.62858,thousand megawatthours,CO,2009-10
renewable waste products,4.65139,thousand megawatthours,CO,2009-10
wind,310.62858,thousand megawatthours,CO,2009-10
solar,1.87154,thousand megawatthours,CO,2009-10
solar photovoltaic,1.87154,thousand megawatthours,CO,2009-10
renewable,488.2411,thousand megawatthours,CO,2009-10
biomass,4.61432,thousand megawatthours,CO,2009-09
wind,247.52811,thousand megawatthours,CO,2009-09
renewable waste products,4.60881,thousand megawatthours,CO,2009-09
wood and wood wastes,0.00551,thousand megawatthours,CO,2009-09
onshore wind turbine,247.52811,thousand megawatthours,CO,2009-09
solar,2.75809,thousand megawatthours,CO,2009-09
solar photovoltaic,2.75809,thousand megawatthours,CO,2009-09
renewable,471.07183,thousand megawatthours,CO,2009-09
biomass,4.92074,thousand megawatthours,CO,2009-08
wind,204.10359,thousand megawatthours,CO,2009-08
solar,3.31881,thousand megawatthours,CO,2009-08
solar photovoltaic,3.31881,thousand megawatthours,CO,2009-08
wood and wood wastes,0.00219,thousand megawatthours,CO,2009-08
onshore wind turbine,204.10359,thousand megawatthours,CO,2009-08
renewable waste products,4.91855,thousand megawatthours,CO,2009-08
renewable,277.64351,thousand megawatthours,CO,2009-08
renewable,352.71308,thousand megawatthours,CO,2009-07
biomass,4.99675,thousand megawatthours,CO,2009-07
wind,146.7506,thousand megawatthours,CO,2009-07
solar,2.86487,thousand megawatthours,CO,2009-07
solar photovoltaic,2.86487,thousand megawatthours,CO,2009-07
wood and wood wastes,0.02025,thousand megawatthours,CO,2009-07
onshore wind turbine,146.7506,thousand megawatthours,CO,2009-07
renewable waste products,4.9765,thousand megawatthours,CO,2009-07
renewable,370.98986,thousand megawatthours,CO,2009-06
wood and wood wastes,0.03669,thousand megawatthours,CO,2009-06
onshore wind turbine,150.01444,thousand megawatthours,CO,2009-06
renewable waste products,4.77948,thousand megawatthours,CO,2009-06
biomass,4.81617,thousand megawatthours,CO,2009-06
wind,150.01444,thousand megawatthours,CO,2009-06
solar,2.46299,thousand megawatthours,CO,2009-06
solar photovoltaic,2.46299,thousand megawatthours,CO,2009-06
renewable,467.63894,thousand megawatthours,CO,2009-05
wood and wood wastes,0.02958,thousand megawatthours,CO,2009-05
onshore wind turbine,231.07837,thousand megawatthours,CO,2009-05
renewable waste products,4.59772,thousand megawatthours,CO,2009-05
biomass,4.6273,thousand megawatthours,CO,2009-05
wind,231.07837,thousand megawatthours,CO,2009-05
solar,3.31579,thousand megawatthours,CO,2009-05
solar photovoltaic,3.31579,thousand megawatthours,CO,2009-05
biomass,4.85032,thousand megawatthours,CO,2009-04
wood and wood wastes,0.08762,thousand megawatthours,CO,2009-04
onshore wind turbine,321.35486,thousand megawatthours,CO,2009-04
renewable waste products,4.7627,thousand megawatthours,CO,2009-04
wind,321.35486,thousand megawatthours,CO,2009-04
solar,2.90058,thousand megawatthours,CO,2009-04
solar photovoltaic,2.90058,thousand megawatthours,CO,2009-04
renewable,475.19528,thousand megawatthours,CO,2009-04
renewable,472.37218,thousand megawatthours,CO,2009-03
wood and wood wastes,0.04999,thousand megawatthours,CO,2009-03
onshore wind turbine,267.0494,thousand megawatthours,CO,2009-03
wind,267.0494,thousand megawatthours,CO,2009-03
solar,2.51131,thousand megawatthours,CO,2009-03
solar photovoltaic,2.51131,thousand megawatthours,CO,2009-03
biomass,4.83482,thousand megawatthours,CO,2009-03
renewable waste products,4.78483,thousand megawatthours,CO,2009-03
biomass,4.20454,thousand megawatthours,CO,2009-02
onshore wind turbine,278.479,thousand megawatthours,CO,2009-02
renewable waste products,4.1398,thousand megawatthours,CO,2009-02
wood and wood wastes,0.06474,thousand megawatthours,CO,2009-02
wind,278.479,thousand megawatthours,CO,2009-02
solar,0.93062,thousand megawatthours,CO,2009-02
solar photovoltaic,0.93062,thousand megawatthours,CO,2009-02
renewable,431.60208,thousand megawatthours,CO,2009-02
biomass,4.50594,thousand megawatthours,CO,2009-01
wood and wood wastes,0.05448,thousand megawatthours,CO,2009-01
onshore wind turbine,426.04913,thousand megawatthours,CO,2009-01
renewable waste products,4.45146,thousand megawatthours,CO,2009-01
solar,0.53941,thousand megawatthours,CO,2009-01
solar photovoltaic,0.53941,thousand megawatthours,CO,2009-01
renewable,591.81245,thousand megawatthours,CO,2009-01
wind,426.04913,thousand megawatthours,CO,2009-01
biomass,4.55264,thousand megawatthours,CO,2008-12
wind,328.50014,thousand megawatthours,CO,2008-12
renewable waste products,4.55264,thousand megawatthours,CO,2008-12
wood and wood wastes,0.0,thousand megawatthours,CO,2008-12
onshore wind turbine,328.50014,thousand megawatthours,CO,2008-12
solar,0.52728,thousand megawatthours,CO,2008-12
solar photovoltaic,0.52728,thousand megawatthours,CO,2008-12
renewable,498.28764,thousand megawatthours,CO,2008-12
renewable,340.61005,thousand megawatthours,CO,2008-11
onshore wind turbine,331.86406,thousand megawatthours,CO,2008-11
renewable waste products,4.38914,thousand megawatthours,CO,2008-11
biomass,4.42817,thousand megawatthours,CO,2008-11
wood and wood wastes,0.03903,thousand megawatthours,CO,2008-11
wind,331.86406,thousand megawatthours,CO,2008-11
solar,0.87492,thousand megawatthours,CO,2008-11
solar photovoltaic,0.87492,thousand megawatthours,CO,2008-11
renewable,449.023,thousand megawatthours,CO,2008-10
wind,257.19466,thousand megawatthours,CO,2008-10
solar,1.48821,thousand megawatthours,CO,2008-10
biomass,4.4353,thousand megawatthours,CO,2008-10
wood and wood wastes,0.05313,thousand megawatthours,CO,2008-10
onshore wind turbine,257.19466,thousand megawatthours,CO,2008-10
renewable waste products,4.38217,thousand megawatthours,CO,2008-10
solar photovoltaic,1.48821,thousand megawatthours,CO,2008-10
renewable waste products,4.26429,thousand megawatthours,CO,2008-09
wood and wood wastes,0.0382,thousand megawatthours,CO,2008-09
onshore wind turbine,166.17575,thousand megawatthours,CO,2008-09
wind,166.17575,thousand megawatthours,CO,2008-09
solar,2.05516,thousand megawatthours,CO,2008-09
solar photovoltaic,2.05516,thousand megawatthours,CO,2008-09
renewable,390.2761,thousand megawatthours,CO,2008-09
biomass,4.30249,thousand megawatthours,CO,2008-09
biomass,4.64077,thousand megawatthours,CO,2008-08
wind,192.82269,thousand megawatthours,CO,2008-08
renewable waste products,4.63615,thousand megawatthours,CO,2008-08
wood and wood wastes,0.00462,thousand megawatthours,CO,2008-08
onshore wind turbine,192.82269,thousand megawatthours,CO,2008-08
solar,1.81451,thousand megawatthours,CO,2008-08
solar photovoltaic,1.81451,thousand megawatthours,CO,2008-08
renewable,328.021,thousand megawatthours,CO,2008-08
solar,1.93183,thousand megawatthours,CO,2008-07
wood and wood wastes,0.0,thousand megawatthours,CO,2008-07
onshore wind turbine,164.89934,thousand megawatthours,CO,2008-07
renewable waste products,4.70572,thousand megawatthours,CO,2008-07
solar photovoltaic,1.93183,thousand megawatthours,CO,2008-07
renewable,398.27673,thousand megawatthours,CO,2008-07
biomass,4.70572,thousand megawatthours,CO,2008-07
wind,164.89934,thousand megawatthours,CO,2008-07
biomass,3.11894,thousand megawatthours,CO,2008-06
wood and wood wastes,0.0,thousand megawatthours,CO,2008-06
onshore wind turbine,246.13942,thousand megawatthours,CO,2008-06
renewable waste products,3.11894,thousand megawatthours,CO,2008-06
solar,2.6252,thousand megawatthours,CO,2008-06
solar photovoltaic,2.6252,thousand megawatthours,CO,2008-06
renewable,435.60509,thousand megawatthours,CO,2008-06
wind,246.13942,thousand megawatthours,CO,2008-06
renewable,533.14729,thousand megawatthours,CO,2008-05
biomass,3.09205,thousand megawatthours,CO,2008-05
onshore wind turbine,295.89037,thousand megawatthours,CO,2008-05
wood and wood wastes,0.0,thousand megawatthours,CO,2008-05
wind,295.89037,thousand megawatthours,CO,2008-05
renewable waste products,3.09205,thousand megawatthours,CO,2008-05
solar,2.13471,thousand megawatthours,CO,2008-05
solar photovoltaic,2.13471,thousand megawatthours,CO,2008-05
solar photovoltaic,2.10647,thousand megawatthours,CO,2008-04
onshore wind turbine,301.86905,thousand megawatthours,CO,2008-04
renewable waste products,3.13267,thousand megawatthours,CO,2008-04
renewable,498.27934,thousand megawatthours,CO,2008-04
biomass,3.13267,thousand megawatthours,CO,2008-04
wood and wood wastes,0.0,thousand megawatthours,CO,2008-04
wind,301.86905,thousand megawatthours,CO,2008-04
solar,2.10647,thousand megawatthours,CO,2008-04
renewable,520.97685,thousand megawatthours,CO,2008-03
biomass,3.08273,thousand megawatthours,CO,2008-03
wood and wood wastes,0.0,thousand megawatthours,CO,2008-03
onshore wind turbine,306.94446,thousand megawatthours,CO,2008-03
renewable waste products,3.08273,thousand megawatthours,CO,2008-03
solar,1.71224,thousand megawatthours,CO,2008-03
wind,306.94446,thousand megawatthours,CO,2008-03
solar photovoltaic,1.71224,thousand megawatthours,CO,2008-03
wind,302.77253,thousand megawatthours,CO,2008-02
wood and wood wastes,0.0,thousand megawatthours,CO,2008-02
onshore wind turbine,302.77253,thousand megawatthours,CO,2008-02
renewable waste products,2.80862,thousand megawatthours,CO,2008-02
solar,0.73515,thousand megawatthours,CO,2008-02
solar photovoltaic,0.73515,thousand megawatthours,CO,2008-02
renewable,422.24739,thousand megawatthours,CO,2008-02
biomass,2.80862,thousand megawatthours,CO,2008-02
solar,0.34833,thousand megawatthours,CO,2008-01
biomass,2.95383,thousand megawatthours,CO,2008-01
solar photovoltaic,0.34833,thousand megawatthours,CO,2008-01
renewable,509.02771,thousand megawatthours,CO,2008-01
wood and wood wastes,0.0,thousand megawatthours,CO,2008-01
onshore wind turbine,325.77081,thousand megawatthours,CO,2008-01
wind,325.77081,thousand megawatthours,CO,2008-01
renewable waste products,2.95383,thousand megawatthours,CO,2008-01
solar photovoltaic,2.208,thousand megawatthours,CO,2007-12
onshore wind turbine,219.83522,thousand megawatthours,CO,2007-12
renewable waste products,2.83178,thousand megawatthours,CO,2007-12
renewable,321.65181,thousand megawatthours,CO,2007-12
biomass,2.83178,thousand megawatthours,CO,2007-12
wood and wood wastes,0.0,thousand megawatthours,CO,2007-12
wind,219.83522,thousand megawatthours,CO,2007-12
solar,2.208,thousand megawatthours,CO,2007-12
wind,220.96758,thousand megawatthours,CO,2007-11
onshore wind turbine,220.96758,thousand megawatthours,CO,2007-11
renewable waste products,2.70301,thousand megawatthours,CO,2007-11
solar,0.0,thousand megawatthours,CO,2007-11
solar photovoltaic,0.0,thousand megawatthours,CO,2007-11
renewable,335.13762,thousand megawatthours,CO,2007-11
biomass,2.70301,thousand megawatthours,CO,2007-11
wood and wood wastes,0.0,thousand megawatthours,CO,2007-11
renewable,389.81936,thousand megawatthours,CO,2007-10
renewable waste products,2.89099,thousand megawatthours,CO,2007-10
biomass,2.89099,thousand megawatthours,CO,2007-10
wood and wood wastes,0.0,thousand megawatthours,CO,2007-10
onshore wind turbine,201.2073,thousand megawatthours,CO,2007-10
wind,201.2073,thousand megawatthours,CO,2007-10
solar,0.0,thousand megawatthours,CO,2007-10
solar photovoltaic,0.0,thousand megawatthours,CO,2007-10
renewable,333.47524,thousand megawatthours,CO,2007-09
wood and wood wastes,0.0,thousand megawatthours,CO,2007-09
biomass,2.4896,thousand megawatthours,CO,2007-09
onshore wind turbine,126.16131,thousand megawatthours,CO,2007-09
wind,126.16131,thousand megawatthours,CO,2007-09
renewable waste products,2.4896,thousand megawatthours,CO,2007-09
solar,0.0,thousand megawatthours,CO,2007-09
solar photovoltaic,0.0,thousand megawatthours,CO,2007-09
solar photovoltaic,0.0,thousand megawatthours,CO,2007-08
onshore wind turbine,55.88438,thousand megawatthours,CO,2007-08
renewable waste products,2.41701,thousand megawatthours,CO,2007-08
renewable,265.6248,thousand megawatthours,CO,2007-08
biomass,2.41701,thousand megawatthours,CO,2007-08
wood and wood wastes,0.0,thousand megawatthours,CO,2007-08
wind,55.88438,thousand megawatthours,CO,2007-08
solar,0.0,thousand megawatthours,CO,2007-08
renewable,221.25943,thousand megawatthours,CO,2007-07
wind,55.27167,thousand megawatthours,CO,2007-07
solar,0.0,thousand megawatthours,CO,2007-07
biomass,2.61202,thousand megawatthours,CO,2007-07
wood and wood wastes,0.0,thousand megawatthours,CO,2007-07
onshore wind turbine,55.27167,thousand megawatthours,CO,2007-07
renewable waste products,2.61202,thousand megawatthours,CO,2007-07
solar photovoltaic,0.0,thousand megawatthours,CO,2007-07
biomass,2.65407,thousand megawatthours,CO,2007-06
wind,55.27736,thousand megawatthours,CO,2007-06
solar photovoltaic,0.0,thousand megawatthours,CO,2007-06
renewable,159.84285,thousand megawatthours,CO,2007-06
wood and wood wastes,0.0,thousand megawatthours,CO,2007-06
onshore wind turbine,55.27736,thousand megawatthours,CO,2007-06
renewable waste products,2.65407,thousand megawatthours,CO,2007-06
solar,0.0,thousand megawatthours,CO,2007-06
renewable,167.70556,thousand megawatthours,CO,2007-05
wood and wood wastes,0.0,thousand megawatthours,CO,2007-05
onshore wind turbine,49.51246,thousand megawatthours,CO,2007-05
wind,49.51246,thousand megawatthours,CO,2007-05
renewable waste products,2.76146,thousand megawatthours,CO,2007-05
solar,0.0,thousand megawatthours,CO,2007-05
solar photovoltaic,0.0,thousand megawatthours,CO,2007-05
biomass,2.76146,thousand megawatthours,CO,2007-05
renewable waste products,2.67428,thousand megawatthours,CO,2007-04
solar,0.0,thousand megawatthours,CO,2007-04
solar photovoltaic,0.0,thousand megawatthours,CO,2007-04
renewable,202.82791,thousand megawatthours,CO,2007-04
biomass,2.67428,thousand megawatthours,CO,2007-04
wood and wood wastes,0.0,thousand megawatthours,CO,2007-04
onshore wind turbine,81.52051,thousand megawatthours,CO,2007-04
wind,81.52051,thousand megawatthours,CO,2007-04
solar,0.0,thousand megawatthours,CO,2007-03
wood and wood wastes,0.0,thousand megawatthours,CO,2007-03
onshore wind turbine,83.51669,thousand megawatthours,CO,2007-03
wind,83.51669,thousand megawatthours,CO,2007-03
solar photovoltaic,0.0,thousand megawatthours,CO,2007-03
renewable,211.15077,thousand megawatthours,CO,2007-03
biomass,2.67038,thousand megawatthours,CO,2007-03
renewable waste products,2.67038,thousand megawatthours,CO,2007-03
renewable,183.51474,thousand megawatthours,CO,2007-02
onshore wind turbine,61.894,thousand megawatthours,CO,2007-02
renewable waste products,2.42786,thousand megawatthours,CO,2007-02
biomass,2.42786,thousand megawatthours,CO,2007-02
wood and wood wastes,0.0,thousand megawatthours,CO,2007-02
wind,61.894,thousand megawatthours,CO,2007-02
solar,0.0,thousand megawatthours,CO,2007-02
solar photovoltaic,0.0,thousand megawatthours,CO,2007-02
solar,0.0,thousand megawatthours,CO,2007-01
wood and wood wastes,0.0,thousand megawatthours,CO,2007-01
onshore wind turbine,80.46764,thousand megawatthours,CO,2007-01
renewable waste products,1.97254,thousand megawatthours,CO,2007-01
solar photovoltaic,0.0,thousand megawatthours,CO,2007-01
renewable,262.35165,thousand megawatthours,CO,2007-01
biomass,1.97254,thousand megawatthours,CO,2007-01
wind,80.46764,thousand megawatthours,CO,2007-01
biomass,2.87238,thousand megawatthours,CO,2006-12
onshore wind turbine,67.51117,thousand megawatthours,CO,2006-12
renewable waste products,2.87238,thousand megawatthours,CO,2006-12
renewable,213.84319,thousand megawatthours,CO,2006-12
wood and wood wastes,0.0,thousand megawatthours,CO,2006-12
wind,67.51117,thousand megawatthours,CO,2006-12
renewable waste products,2.80077,thousand megawatthours,CO,2006-11
renewable,144.47214,thousand megawatthours,CO,2006-11
biomass,2.80077,thousand megawatthours,CO,2006-11
wood and wood wastes,0.0,thousand megawatthours,CO,2006-11
onshore wind turbine,70.74054,thousand megawatthours,CO,2006-11
wind,70.74054,thousand megawatthours,CO,2006-11
biomass,2.54989,thousand megawatthours,CO,2006-10
wind,98.63873,thousand megawatthours,CO,2006-10
renewable waste products,2.54989,thousand megawatthours,CO,2006-10
wood and wood wastes,0.0,thousand megawatthours,CO,2006-10
onshore wind turbine,98.63873,thousand megawatthours,CO,2006-10
renewable,194.67153,thousand megawatthours,CO,2006-10
biomass,2.22517,thousand megawatthours,CO,2006-09
wind,55.64206,thousand megawatthours,CO,2006-09
renewable,201.95654,thousand megawatthours,CO,2006-09
wood and wood wastes,0.0,thousand megawatthours,CO,2006-09
onshore wind turbine,55.64206,thousand megawatthours,CO,2006-09
renewable waste products,2.22517,thousand megawatthours,CO,2006-09
wood and wood wastes,0.0,thousand megawatthours,CO,2006-08
biomass,2.39288,thousand megawatthours,CO,2006-08
onshore wind turbine,50.51773,thousand megawatthours,CO,2006-08
wind,50.51773,thousand megawatthours,CO,2006-08
renewable waste products,2.39288,thousand megawatthours,CO,2006-08
renewable,242.77765,thousand megawatthours,CO,2006-08
biomass,2.43444,thousand megawatthours,CO,2006-07
wind,58.10305,thousand megawatthours,CO,2006-07
renewable,271.10018,thousand megawatthours,CO,2006-07
wood and wood wastes,0.0,thousand megawatthours,CO,2006-07
onshore wind turbine,58.10305,thousand megawatthours,CO,2006-07
renewable waste products,2.43444,thousand megawatthours,CO,2006-07
renewable,268.78087,thousand megawatthours,CO,2006-06
onshore wind turbine,72.70344,thousand megawatthours,CO,2006-06
renewable waste products,1.8354,thousand megawatthours,CO,2006-06
biomass,1.8354,thousand megawatthours,CO,2006-06
wood and wood wastes,0.0,thousand megawatthours,CO,2006-06
wind,72.70344,thousand megawatthours,CO,2006-06
renewable,222.65826,thousand megawatthours,CO,2006-05
biomass,2.69864,thousand megawatthours,CO,2006-05
wood and wood wastes,0.0,thousand megawatthours,CO,2006-05
onshore wind turbine,62.42577,thousand megawatthours,CO,2006-05
wind,62.42577,thousand megawatthours,CO,2006-05
renewable waste products,2.69864,thousand megawatthours,CO,2006-05
renewable waste products,2.31881,thousand megawatthours,CO,2006-04
wind,89.97201,thousand megawatthours,CO,2006-04
biomass,2.31881,thousand megawatthours,CO,2006-04
renewable,258.48444,thousand megawatthours,CO,2006-04
wood and wood wastes,0.0,thousand megawatthours,CO,2006-04
onshore wind turbine,89.97201,thousand megawatthours,CO,2006-04
renewable waste products,2.55049,thousand megawatthours,CO,2006-03
